"","b1","b2","b3","b4","b5","b6.1","b6.2","b7","b8","b9","b10","b11","b12","b13","b14","b15","b16","b17","b18","b19","b20","b21","b22","b23","b24.1","b24.2","b25","b26","b27","b28","b29","b30","b31","b32"
"570",1,1,0,1,1,0,1,4,1,3,1,1,1,1,1,1,1,2,0,1,2,1,1,1,1,0,0,1,1,2,1,1,1,0
"571",1,1,1,1,1,0,2,4,1,3,2,1,1,1,1,0,2,2,1,1,2,1,0,0,1,1,1,1,0,2,2,1,1,0
"572",1,0,1,1,0,0,2,4,1,3,0,1,1,1,0,1,2,2,0,1,2,1,1,1,1,1,1,1,1,4,1,1,1,0
"573",2,1,0,1,0,0,1,2,1,3,1,1,1,0,0,0,1,0,1,0,2,1,0,0,0,1,1,1,1,0,1,1,0,0
"574",1,1,1,1,0,0,0,3,1,3,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0
"575",1,1,0,1,1,0,2,3,1,3,1,1,1,1,1,1,2,2,1,1,2,1,1,0,1,1,1,1,1,2,2,1,1,0
"576",1,1,0,1,0,0,2,3,1,3,0,1,1,1,1,1,2,2,1,1,1,1,1,0,0,0,1,1,1,3,2,1,1,1
"577",1,0,1,1,1,0,1,2,0,3,1,0,1,1,0,0,2,2,0,1,0,1,0,1,0,0,0,0,1,2,0,0,1,0
"578",0,1,0,1,0,0,0,3,1,0,0,1,1,1,0,1,1,2,1,1,2,1,1,1,0,0,1,0,0,3,2,1,1,0
"579",2,1,1,1,0,0,1,2,1,3,1,1,1,0,1,1,2,2,0,1,2,1,1,1,0,0,1,1,1,4,2,1,0,0
"580",1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,2,1,0,0,1,0,1,0,0,0,0,1,2,0,0,1,0
"581",1,0,1,1,0,0,2,2,1,3,1,1,0,1,0,0,2,2,1,1,2,1,0,0,0,0,1,1,1,4,2,1,1,0
"582",2,1,1,1,1,0,2,4,1,3,2,1,1,1,1,0,2,2,1,1,2,1,1,1,1,0,1,1,1,4,3,1,1,0
"583",2,1,0,1,1,0,1,2,1,3,1,0,1,0,0,1,2,2,0,1,2,1,0,0,0,0,1,1,1,1,3,1,0,0
"584",0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,3,1,0,0,0
"585",1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"586",1,1,0,0,0,0,0,4,1,3,0,1,0,1,0,0,1,2,0,0,2,1,0,0,0,0,0,0,1,0,2,1,1,0
"587",0,1,0,1,1,0,0,4,1,3,2,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,4,0,1,1,0
"588",1,1,1,1,0,1,2,4,1,3,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,4,3,1,1,1
"589",1,0,0,0,1,0,0,0,0,3,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0
"590",0,1,1,1,1,0,1,4,1,3,2,1,1,1,0,1,2,2,1,1,2,1,1,0,0,0,1,1,1,2,1,1,1,1
"591",2,1,1,0,0,1,2,1,1,3,1,1,1,1,0,1,2,2,0,0,2,1,0,1,1,1,1,0,1,2,3,1,1,0
"592",2,1,1,1,1,1,2,4,1,3,2,1,1,0,1,1,2,2,1,1,2,1,0,1,0,0,1,1,1,4,3,1,0,0
"593",1,1,0,1,1,1,1,4,1,0,1,0,1,1,1,1,2,2,1,0,0,1,0,1,0,0,1,1,1,0,3,1,1,1
"594",0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1
"595",0,1,0,0,0,0,1,2,1,0,0,1,1,0,0,1,1,2,1,0,2,1,1,1,1,1,0,1,1,2,1,1,0,1
"596",2,1,0,1,1,1,2,3,1,3,2,1,1,1,1,1,2,2,1,1,2,1,0,0,0,0,0,1,1,4,1,1,0,0
"597",2,1,1,1,0,0,1,2,1,3,1,0,1,1,1,0,2,2,1,1,2,1,1,1,0,0,1,1,1,3,2,1,1,0
"598",1,0,1,0,1,0,2,4,1,3,1,0,1,1,0,1,0,0,1,1,2,1,1,0,0,0,1,1,1,4,1,1,1,1
"599",1,0,1,0,0,0,1,1,1,3,1,1,1,0,0,1,2,1,0,1,2,1,1,1,1,1,0,0,1,4,1,1,1,0
"600",0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,2,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0
"601",2,1,1,1,0,0,2,1,1,3,1,0,1,0,0,1,1,2,1,1,2,0,1,1,1,1,1,0,1,0,3,1,1,0
"602",2,1,1,1,0,1,2,4,1,3,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,4,3,1,1,0
"603",1,1,0,1,0,0,2,4,1,3,0,1,1,1,1,0,2,2,1,1,1,1,0,1,1,1,0,1,1,3,2,1,1,0
"604",2,1,0,1,0,0,1,2,1,3,0,1,1,1,0,1,0,2,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1
"605",1,1,1,1,1,0,2,3,1,3,2,1,1,0,1,1,2,2,0,1,1,1,0,1,0,0,1,1,1,4,2,1,1,0
"606",0,0,0,0,0,0,1,1,1,3,0,1,1,0,1,1,1,0,1,0,2,1,1,1,0,0,1,1,1,1,2,1,1,0
"607",2,1,0,1,0,0,0,1,0,3,1,1,1,1,0,0,0,2,0,0,2,0,1,1,0,0,1,1,1,0,1,1,1,0
"608",0,1,1,1,1,0,1,4,0,0,2,0,0,1,0,1,2,2,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
"609",2,0,1,0,0,0,2,0,1,3,2,1,1,1,1,0,2,2,0,1,2,1,1,0,1,0,1,1,1,3,2,1,1,1
"610",1,1,0,1,0,0,1,2,1,3,1,0,1,1,0,1,1,2,0,1,1,1,0,0,0,0,1,0,1,2,1,1,1,0
"611",0,1,1,1,0,1,1,3,0,3,0,1,1,0,0,0,0,2,0,1,1,1,0,1,0,0,1,0,1,2,0,1,1,0
"612",0,0,0,1,0,0,1,1,1,3,0,1,1,1,0,1,0,2,1,0,0,0,1,1,1,1,1,0,1,1,2,0,0,0
"613",2,1,1,0,1,1,1,1,1,3,2,1,1,0,1,1,2,2,1,1,2,1,0,0,0,1,1,1,1,2,0,1,1,0
"614",0,1,1,1,0,0,1,2,1,0,0,1,0,0,0,0,2,0,1,0,1,0,1,1,1,1,0,1,1,3,1,0,1,0
"615",1,0,0,1,1,0,2,0,1,3,0,1,1,0,0,1,2,2,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0
"616",1,1,1,1,1,1,2,4,1,3,1,1,1,1,1,1,2,2,0,1,2,1,1,1,0,0,1,1,1,2,1,1,1,0
"617",2,1,1,1,0,0,1,3,1,3,1,1,1,1,1,1,1,2,1,1,2,1,0,1,0,0,1,1,1,0,2,1,1,1
"618",2,1,1,1,1,1,2,4,1,0,2,1,1,1,1,1,2,2,0,1,2,1,1,1,1,1,1,1,1,3,3,1,1,1
"619",1,1,1,1,0,1,2,3,1,0,1,1,1,0,1,1,0,2,1,1,2,1,0,1,0,0,1,1,1,4,3,1,1,0
"620",1,1,1,1,1,0,2,4,1,3,0,1,1,1,0,1,1,2,1,0,2,0,0,1,1,1,1,1,1,2,1,1,1,0
"621",1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,2,2,1,0,0,1,0,1,1,1,1,1,1,2,3,1,1,0
"622",0,1,1,1,1,0,2,2,1,3,1,1,1,1,1,1,2,2,1,1,1,1,0,1,0,1,0,0,0,2,3,1,1,0
"623",2,1,1,1,1,0,2,1,1,3,1,1,1,1,1,1,2,2,1,0,2,1,0,1,0,0,1,1,1,4,2,1,1,0
"624",0,1,1,1,0,0,0,4,1,3,0,1,1,0,0,0,0,2,1,0,2,1,0,0,1,0,0,1,1,0,3,1,0,1
"625",2,1,1,1,1,0,2,4,1,3,1,1,1,0,1,1,2,2,1,0,1,0,0,1,0,0,1,1,1,3,2,1,1,0
"626",0,1,1,1,1,0,1,3,1,0,1,1,1,0,1,1,2,2,1,1,1,1,0,0,0,0,1,1,1,4,0,0,0,0
"627",1,1,1,1,0,0,1,2,1,3,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1
"628",2,1,1,0,0,0,0,0,1,3,0,1,1,1,0,1,0,2,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0
"629",0,1,1,1,1,0,1,4,1,3,0,0,1,1,1,1,0,2,0,1,1,0,0,1,1,1,1,1,0,1,2,0,0,0
"630",0,1,0,0,0,0,0,1,1,3,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0
"631",2,1,1,1,0,1,2,4,1,3,1,1,1,1,1,1,2,2,1,1,2,1,1,1,0,0,1,1,1,4,3,1,1,0
"632",1,1,0,1,0,0,2,2,0,3,1,1,1,0,0,0,2,2,1,1,2,0,1,0,0,1,0,0,0,1,2,1,1,0
"633",1,1,0,1,1,1,2,4,1,3,0,1,1,1,1,0,2,2,1,0,2,1,1,1,1,1,0,1,1,4,2,1,1,1
"634",1,0,0,0,1,1,2,2,0,0,0,0,1,0,0,0,2,2,0,0,1,1,0,0,0,0,0,1,1,1,2,1,1,0
"635",2,1,1,1,1,1,2,2,1,3,2,1,0,1,1,1,2,2,1,1,2,1,1,1,1,1,0,1,0,4,2,1,1,0
"636",2,1,1,1,0,0,1,3,1,3,0,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,0
"637",1,1,0,1,1,0,0,1,0,3,1,1,1,0,0,0,2,2,0,0,1,1,1,0,0,0,1,1,0,3,0,1,0,0
"638",2,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,2,0,0,2,1,1,1,0,0,1,1,1,2,2,0,0,1
"639",1,1,0,1,0,0,0,2,1,3,0,1,1,0,0,1,1,0,0,0,2,0,1,0,0,0,1,1,1,0,1,0,1,0
"640",1,0,0,1,1,0,1,1,1,3,0,1,0,1,0,0,1,2,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0
"641",2,0,1,1,1,0,1,2,1,3,0,1,1,1,0,0,2,2,0,1,1,1,1,0,0,1,1,1,1,2,2,1,0,0
"642",2,1,0,0,0,0,1,1,1,3,0,0,1,0,0,1,2,1,0,1,2,1,0,0,1,1,0,1,1,0,0,1,1,0
"643",2,0,1,1,1,1,0,2,1,3,0,1,1,1,0,0,0,2,0,0,2,1,1,1,0,0,1,0,1,2,1,1,1,0
"644",0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,2,1,0,0
"645",1,1,1,1,0,0,2,3,1,3,0,1,1,1,1,1,2,1,0,1,2,1,0,0,1,0,1,1,1,0,2,1,1,1
"646",2,1,1,1,1,1,2,4,1,3,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,4,3,1,1,0
"647",2,1,1,1,1,0,1,3,1,0,0,1,1,1,1,0,2,2,1,1,2,1,1,1,0,0,1,1,1,3,2,1,1,0
"648",2,1,1,1,1,0,2,4,1,0,1,1,1,1,1,1,2,2,1,1,2,1,1,1,0,0,1,0,1,3,1,1,1,1
"649",2,1,1,0,1,1,1,4,1,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,1,1,1,2,3,1,1,0
"650",0,1,0,0,0,0,2,1,1,3,0,0,1,0,1,0,2,2,1,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0
"651",1,0,1,1,0,0,0,1,1,3,1,1,1,1,0,1,2,1,0,0,2,0,0,0,0,0,0,0,1,3,1,1,1,0
"652",2,1,0,1,1,0,1,3,1,3,0,1,1,1,0,1,2,2,1,0,1,1,0,0,0,1,1,0,0,1,2,0,1,0
"653",2,1,0,1,0,0,1,2,1,0,2,1,1,1,1,1,0,2,0,1,2,1,1,1,0,0,1,1,1,0,3,0,1,0
"654",0,1,0,1,1,0,0,3,1,3,0,1,1,1,1,1,0,2,1,0,2,1,1,1,0,0,1,1,1,4,1,1,1,0
"655",2,1,0,1,1,1,2,4,1,3,2,1,1,1,0,1,2,2,1,1,1,1,0,1,0,0,1,1,1,2,3,0,1,1
"656",2,0,1,1,1,0,2,4,0,3,0,1,1,1,1,1,2,2,1,0,0,1,0,0,0,0,1,1,1,4,3,1,0,0
"657",2,1,1,1,0,0,1,1,1,3,0,1,1,1,1,0,0,0,1,0,2,1,0,1,0,0,1,0,1,3,2,1,1,0
"658",2,1,1,1,0,0,2,4,1,3,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,0
"659",0,1,0,1,1,0,0,1,1,3,0,0,1,0,0,1,1,0,0,0,2,0,1,1,0,0,1,1,1,0,1,1,0,1
"660",1,0,1,0,1,1,1,2,1,3,0,1,0,1,1,1,2,1,0,1,2,0,0,0,1,1,1,1,1,0,1,1,0,0
"661",1,1,1,1,0,0,1,3,1,0,1,1,1,1,1,1,0,2,1,1,2,1,1,0,0,0,1,1,1,2,1,1,1,0
"662",2,0,1,1,1,1,2,4,1,3,1,1,1,0,1,0,2,2,1,0,2,1,0,1,1,1,1,1,1,1,3,0,1,0
"663",2,1,0,1,0,0,2,3,1,3,1,1,1,0,1,1,2,2,1,1,2,1,1,0,0,0,1,1,1,4,1,1,1,0
"664",0,1,1,1,0,0,0,1,1,3,0,0,1,1,1,1,2,2,1,1,2,1,1,1,0,0,0,1,1,3,3,1,1,0
"665",1,1,1,1,0,1,1,4,1,3,1,1,1,0,1,1,2,2,1,0,2,1,0,1,0,0,0,1,1,3,2,1,1,0
"666",1,1,1,0,1,1,2,2,1,3,1,1,1,1,0,0,2,2,1,1,1,1,0,0,1,1,0,1,1,3,2,1,0,0
"667",1,1,1,0,0,0,1,2,1,3,0,1,1,1,0,0,1,2,1,1,1,1,0,0,1,1,1,1,1,2,3,1,0,0
"668",1,1,1,1,1,1,2,3,1,0,1,1,1,0,1,0,2,2,0,1,1,1,1,1,0,0,0,0,1,4,2,0,1,1
"669",1,1,0,0,1,0,2,4,1,3,0,1,1,1,1,0,2,1,1,0,2,1,0,1,1,1,1,1,1,2,2,1,1,0
"670",1,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,0
"671",1,1,1,0,0,0,2,4,1,3,0,0,1,1,1,0,2,2,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0
"672",1,1,1,1,0,0,1,1,1,3,0,1,0,1,1,0,0,2,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0
"673",0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,2,1,1,1
"674",1,1,1,1,0,0,2,1,1,3,1,1,1,0,0,1,2,2,1,1,2,1,0,1,0,0,1,1,1,3,3,1,1,0
"675",1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,0,1,0,2,1,1,1,0,0,0,1,1,0,1,0,1,1
"676",2,1,0,1,1,0,2,2,1,3,1,0,1,1,0,1,2,2,1,1,2,1,1,1,1,1,0,0,1,4,2,1,1,0
"677",0,0,1,1,0,0,1,0,1,3,0,1,1,0,0,1,2,2,1,0,2,0,1,1,0,0,1,0,1,2,3,1,1,1
"678",2,1,1,1,1,0,1,4,1,3,1,0,1,1,1,0,2,2,1,1,1,1,1,1,0,0,1,1,1,0,2,1,1,0
"679",0,1,1,1,0,0,2,1,0,3,1,1,1,0,0,0,2,2,1,0,0,0,0,0,0,1,0,1,1,0,2,1,0,0
"680",2,1,1,1,1,1,2,4,1,3,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,0,1,1,1,3,3,1,1,1
"681",1,0,0,1,0,1,2,3,1,3,2,1,1,1,1,1,2,2,1,0,2,1,1,1,1,1,1,0,1,3,3,1,1,0
"682",0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0
"683",0,1,0,0,1,0,2,2,1,3,2,1,1,0,1,0,2,2,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1
"684",1,1,1,1,0,0,2,3,1,3,2,1,1,0,1,1,2,2,0,1,2,1,0,0,0,0,1,1,1,1,2,1,1,0
"685",2,1,1,1,1,1,2,4,1,3,1,1,1,1,1,1,2,2,1,1,2,1,0,1,0,1,1,1,1,4,3,1,1,0
"686",1,1,0,1,0,0,0,3,1,3,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1
"687",2,1,1,1,0,0,2,4,1,3,1,1,1,1,0,1,1,2,1,0,1,0,0,0,1,1,0,1,1,3,3,0,1,0
"688",2,1,0,1,0,0,2,2,1,3,1,1,1,0,0,1,2,2,1,0,2,1,1,0,0,0,1,0,1,2,3,1,1,0
"689",1,0,0,1,0,0,2,4,1,0,0,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0
"690",2,1,0,1,0,0,2,2,1,3,2,1,1,0,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,4,3,1,1,1
"691",2,1,1,1,1,1,2,2,1,3,1,1,1,1,1,1,2,2,1,1,1,1,0,1,0,0,1,1,1,4,3,1,1,0
"692",2,1,1,1,1,0,1,1,1,3,1,1,1,0,0,1,2,2,1,0,2,1,0,0,0,0,1,1,1,2,2,1,1,0
"693",2,1,1,1,0,0,0,4,1,0,1,1,1,0,0,1,2,0,0,0,2,0,1,0,0,0,0,0,0,2,2,1,1,1
"694",2,1,1,1,1,0,1,4,1,3,0,1,1,1,1,1,2,2,1,0,0,1,1,1,0,0,1,1,1,4,0,1,1,1
"695",2,1,0,1,1,1,2,4,1,3,1,1,0,0,1,1,1,2,1,0,1,1,1,0,0,0,1,1,1,4,2,1,1,0
"696",1,1,0,0,0,1,2,3,1,0,1,1,0,0,1,1,2,2,1,1,0,1,1,0,0,0,0,1,1,2,1,1,1,0
"697",2,0,1,1,1,0,2,2,1,3,1,1,1,1,1,1,2,2,1,1,2,1,0,0,0,1,0,1,1,3,3,1,1,0
"698",1,1,1,1,1,1,2,4,1,3,2,1,1,1,0,0,2,2,1,1,2,1,1,0,0,0,1,1,1,4,1,1,1,0
"699",2,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,2,1,0,1,0,0,0,1,1,2,1,0,1,0
"700",2,1,1,1,0,0,1,3,1,3,1,1,0,0,1,1,2,2,0,0,2,1,0,1,0,0,1,1,1,2,1,1,1,0
"701",2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,2,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
"702",2,1,1,0,1,0,1,2,1,3,0,0,1,1,0,0,0,2,1,1,2,1,0,1,0,0,0,1,1,0,1,1,1,0
"703",1,1,1,1,0,0,1,2,1,0,0,1,1,1,1,1,1,2,1,1,2,1,0,0,1,0,0,1,1,0,0,0,1,0
"704",1,1,1,1,1,1,2,4,1,3,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,4,3,1,1,0
"705",2,1,0,0,1,0,0,4,1,3,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1
"706",1,1,0,0,1,1,2,4,1,3,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,4,3,1,1,1
"707",2,1,1,1,0,0,2,2,1,0,2,0,1,1,1,1,2,2,1,1,2,1,0,1,0,1,0,1,1,4,2,1,0,0
"708",0,1,1,1,0,0,1,3,1,3,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1
"709",1,1,1,1,0,0,1,4,1,0,0,1,1,1,0,1,2,1,1,1,1,1,1,0,0,1,0,1,1,2,1,1,0,1
"710",2,1,0,1,1,0,2,4,1,0,2,1,1,0,0,1,2,2,1,0,2,1,1,0,0,1,1,1,1,2,2,1,1,0
"711",2,0,1,1,1,1,0,4,1,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,0,1,1,1,4,2,1,0,0
"712",2,1,1,1,0,0,2,3,1,3,0,1,1,0,1,0,2,2,1,1,2,1,0,1,0,0,1,1,1,2,2,1,1,0
"713",0,0,0,0,0,0,1,1,0,3,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0
"714",0,1,0,1,0,0,2,2,1,0,1,0,1,1,1,0,2,2,1,0,0,1,1,0,0,0,0,0,1,2,0,1,1,0
"715",2,1,1,1,0,0,2,2,1,3,2,1,1,0,1,1,2,2,1,1,2,1,1,1,0,1,1,1,1,3,3,1,1,1
"716",2,1,1,1,0,1,1,4,1,3,1,1,1,1,0,0,2,2,1,1,2,1,0,1,0,0,1,1,1,2,3,1,1,0
"717",2,1,1,1,1,0,1,3,1,3,2,1,1,0,1,0,0,2,1,1,2,1,1,1,0,0,0,1,1,0,2,1,1,0
"718",2,1,1,1,1,0,1,3,1,3,1,1,0,1,1,1,2,2,1,1,2,1,0,1,0,0,1,1,1,2,0,1,0,0
"719",2,1,1,1,0,1,2,4,1,3,0,1,1,0,1,0,2,2,1,1,2,1,1,0,0,0,1,1,1,3,1,0,1,0
"720",1,1,1,1,0,1,2,4,1,3,1,1,0,1,1,1,2,2,0,0,2,1,1,0,0,0,1,1,1,3,2,1,1,0
"721",2,1,1,0,1,0,2,4,1,3,0,1,1,1,1,1,2,2,1,1,2,1,1,1,0,0,1,1,1,4,3,1,1,0
"722",1,1,1,0,1,0,2,3,1,0,1,1,1,1,1,1,2,2,1,0,2,1,1,0,1,1,1,1,1,2,2,1,1,1
"723",2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0
"724",2,1,0,1,0,0,0,1,0,3,1,1,0,0,0,1,2,0,1,0,2,1,0,1,0,0,1,1,1,3,0,0,0,0
"725",1,1,1,1,1,0,2,2,1,3,0,1,1,1,0,1,1,2,0,1,1,0,1,1,1,1,0,1,0,1,3,1,1,0
"726",2,1,1,0,0,1,2,1,1,3,0,1,1,0,0,1,2,2,0,1,1,1,0,0,0,1,1,1,1,0,3,1,0,0
"727",1,0,0,1,1,0,1,2,1,0,0,1,0,1,0,0,2,2,1,1,0,0,0,1,0,0,0,1,1,1,2,1,1,0
"728",1,0,0,1,0,0,1,1,0,3,1,0,0,1,1,1,1,2,0,0,2,1,0,1,0,0,0,1,1,2,1,0,1,0
"729",2,1,0,1,0,0,1,2,1,3,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,0,0,0,1,1,3,1,1,0
"730",0,1,1,0,1,0,2,1,1,0,0,0,1,0,0,1,2,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0
"731",0,1,1,0,0,0,2,1,1,3,0,1,1,0,0,0,2,0,0,0,2,1,0,1,0,0,0,1,0,0,3,1,0,0
"732",2,1,1,1,1,0,2,4,1,0,2,0,1,1,1,0,2,2,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1
"733",0,1,0,0,1,0,1,4,1,3,0,1,1,0,0,1,2,2,1,0,2,0,0,0,1,1,1,0,0,2,1,1,1,0
"734",1,1,1,1,0,0,1,1,1,3,1,1,1,0,1,1,1,2,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0
"735",1,1,0,1,0,0,0,3,1,3,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,3,1,1,0
"736",0,1,1,0,0,0,1,1,1,3,0,1,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,1,0,2,1,0,0
"737",2,1,1,1,1,0,2,4,1,3,2,0,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,4,3,1,1,1
"738",2,1,1,1,1,0,2,3,1,0,1,1,0,1,1,1,2,2,1,1,2,1,1,1,0,0,1,1,1,4,1,1,1,1
"739",0,1,1,1,0,0,1,3,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,2,2,1,0,0
"740",1,1,1,1,0,0,2,2,1,3,0,1,1,1,0,0,2,2,1,0,0,1,0,0,0,0,1,1,1,3,2,0,1,0
"741",2,0,0,1,1,1,2,0,1,3,1,1,1,1,1,0,1,2,1,1,2,1,1,0,0,0,1,1,1,2,3,1,1,0
"742",0,1,0,1,1,0,1,4,1,0,1,1,1,1,0,0,2,2,0,0,2,1,0,0,0,0,0,0,1,2,0,1,1,0
"743",2,1,1,1,0,0,2,0,1,3,0,1,1,0,1,1,2,2,1,1,1,1,1,1,1,1,1,0,1,2,3,1,1,0
"744",2,1,0,1,0,0,2,1,1,3,2,1,1,1,1,1,2,2,1,1,2,1,1,1,0,0,0,1,1,2,2,1,1,0
"745",0,0,0,1,0,0,0,2,1,3,0,1,1,1,1,0,1,2,1,1,1,0,0,0,0,0,1,1,1,2,1,1,0,0
"746",0,1,1,0,0,0,0,2,1,3,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,2,2,1,1,0
"747",1,1,1,1,0,0,1,2,1,3,0,1,1,1,0,1,0,2,1,0,1,1,1,0,0,0,1,0,1,2,0,1,0,0
"748",2,1,1,1,0,0,2,2,1,3,2,1,1,0,1,1,1,2,1,1,2,1,1,0,0,0,0,1,1,0,3,1,1,0
"749",2,1,1,1,1,0,2,4,1,3,1,1,1,1,1,1,1,2,1,1,0,1,1,1,0,1,0,1,1,4,1,1,1,1
"750",1,1,1,1,0,0,0,2,1,3,0,1,1,0,1,0,0,2,0,0,0,1,1,1,0,0,0,1,1,2,1,0,1,0
"751",1,1,0,0,0,0,1,4,0,3,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,0,1,0
"752",2,1,1,1,1,0,2,4,1,3,1,0,1,1,0,1,2,2,1,1,2,1,0,0,1,1,1,1,1,3,1,0,1,0
"753",1,1,0,1,1,0,2,1,1,3,0,1,1,0,1,1,2,1,1,1,2,1,0,1,0,0,1,1,1,3,1,1,1,0
"754",2,1,0,1,1,1,2,2,1,3,1,1,1,1,1,1,2,2,1,1,2,0,0,0,1,1,0,1,1,1,3,1,1,0
"755",2,1,1,0,1,0,2,2,1,3,1,1,1,1,1,0,2,2,1,1,2,1,1,0,1,0,1,0,1,3,3,1,0,0
"756",0,0,1,1,0,0,1,1,0,3,0,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,0,1,1,0,0,1,1,1
"757",2,1,1,1,0,0,1,2,1,3,1,1,1,0,1,0,1,2,1,1,2,1,1,1,1,1,1,1,1,4,1,0,1,0
"758",1,1,0,0,0,0,1,1,1,3,1,0,1,1,0,1,2,2,1,0,1,0,1,1,0,0,1,1,1,2,0,1,1,1
"759",2,1,1,1,1,1,2,4,1,3,2,1,1,1,1,1,2,2,1,1,2,1,0,1,1,1,1,1,1,4,2,1,1,1
"760",2,1,0,1,1,0,1,3,0,3,1,1,1,0,0,0,2,2,1,0,0,1,0,1,0,0,1,1,1,2,2,1,1,0
"761",1,0,1,1,0,0,2,0,1,3,0,1,1,0,1,1,2,2,0,1,2,1,1,1,0,0,1,1,1,1,3,1,1,0
"762",1,0,0,1,0,0,0,3,1,3,0,1,1,1,0,1,2,2,0,0,1,0,1,0,0,0,0,1,1,0,2,0,1,0
"763",2,1,1,1,0,0,2,2,1,3,1,1,1,1,1,1,2,1,1,0,2,1,1,1,0,0,1,1,1,3,3,1,1,1
"764",0,0,0,0,0,0,1,2,1,3,0,1,1,1,0,0,0,2,1,1,2,0,0,0,1,1,0,0,0,2,1,1,0,0
