"","b1","b2","b3","b4","b5","b6.1","b6.2","b7","b8","b9","b10","b11","b12","b13","b14","b15","b16","b17","b18","b19","b20","b21","b22","b23","b24.1","b24.2","b25","b26","b27","b28","b29","b30","b31","b32"
"180",0,1,1,1,0,0,2,1,1,3,1,1,1,0,0,1,2,2,1,0,0,1,0,0,0,0,0,1,0,3,2,1,0,0
"181",1,0,1,1,0,1,2,3,1,3,2,1,1,1,0,1,2,2,1,1,2,1,1,0,0,0,1,1,1,0,1,1,0,0
"182",0,1,1,0,1,0,0,3,0,0,0,1,1,1,1,1,2,1,1,0,0,1,0,0,1,0,0,0,1,3,3,1,1,0
"183",0,0,0,1,0,0,0,2,1,3,0,1,1,0,0,0,2,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0
"184",1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,2,1,1,0,2,0,1,0,0,1,0,1,1,0,2,1,1,0
"185",1,1,0,1,0,0,1,2,1,3,0,0,1,0,0,1,2,2,0,1,1,1,0,1,1,1,0,0,0,2,3,1,1,0
"186",1,0,1,1,0,0,1,3,1,0,2,1,1,1,0,1,1,2,1,0,1,1,0,0,1,1,1,1,1,0,3,1,1,0
"187",1,0,1,0,1,0,2,3,1,3,1,0,1,0,0,0,0,2,1,1,0,0,0,1,0,0,0,1,1,2,1,1,1,0
"188",2,1,1,1,0,1,2,4,1,3,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,0,2,1,1,1
"189",2,0,1,1,1,0,2,4,1,3,0,1,1,1,1,1,2,2,0,1,2,1,1,1,1,1,1,1,1,4,3,1,1,0
"190",1,1,1,1,0,0,2,4,1,3,0,1,1,1,1,0,2,2,1,1,2,1,0,1,1,1,1,1,1,4,2,1,1,0
"191",2,1,1,1,0,0,1,4,1,3,1,1,1,0,0,0,2,1,0,1,2,1,0,1,1,1,1,1,1,0,3,1,1,0
"192",1,1,1,1,1,0,2,3,1,3,2,1,1,0,0,0,2,0,1,0,2,1,1,1,0,0,1,0,1,4,2,0,1,0
"193",2,1,1,1,1,1,0,4,1,3,0,0,1,0,1,1,0,2,1,0,0,1,1,1,1,1,1,0,1,2,0,1,1,0
"194",0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,2,1,1,2,0,0,1,0,0,1,1,1,2,1,1,0,0
"195",2,1,0,1,1,0,2,3,1,3,1,1,1,1,0,1,2,0,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,0
"196",1,1,1,0,1,0,2,4,1,3,1,1,1,1,0,1,2,2,0,1,1,1,0,0,1,1,1,0,1,4,3,1,1,0
"197",1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,2,0,0,0
"198",2,1,0,0,0,0,1,4,1,3,1,1,1,1,0,0,1,2,1,0,2,0,0,0,0,0,1,1,1,1,1,1,0,0
"199",2,1,0,1,0,0,1,2,1,3,1,1,1,1,1,1,2,2,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0
"200",1,1,0,1,0,0,2,4,1,3,1,0,1,1,0,1,2,2,0,1,1,1,0,0,1,1,1,1,1,2,1,1,1,1
"201",1,0,0,0,0,0,0,4,1,3,0,0,1,1,1,0,2,2,0,1,1,1,0,1,1,1,1,1,1,2,2,1,1,0
"202",2,1,1,1,1,0,2,2,1,3,1,1,1,1,0,0,2,2,1,1,2,1,0,1,0,0,1,1,1,4,3,1,1,0
"203",0,1,1,1,0,1,1,3,0,3,1,1,1,0,0,1,1,2,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0
"204",2,1,1,1,0,0,2,4,1,3,0,1,1,1,1,0,2,2,0,1,1,1,0,1,1,1,1,1,1,2,1,1,0,0
"205",0,0,0,1,1,0,1,1,1,3,0,1,1,1,0,0,1,1,1,1,2,0,1,0,0,0,0,1,1,3,1,1,1,1
"206",2,0,0,1,0,0,1,1,1,3,1,0,1,1,1,1,0,2,0,1,2,1,0,0,0,0,1,1,1,2,2,1,0,0
"207",1,1,0,1,1,0,1,3,1,3,2,1,1,1,1,1,2,1,1,1,2,1,0,1,1,1,1,1,1,4,3,1,1,0
"208",1,0,1,1,1,1,2,4,1,3,1,1,1,1,0,0,2,2,1,0,1,1,1,0,0,0,1,1,1,3,2,1,1,0
"209",1,0,0,0,0,0,1,3,1,0,1,1,1,1,1,0,0,2,0,0,1,1,0,0,0,0,0,1,1,3,0,1,1,0
"210",1,1,1,1,1,0,2,3,1,3,0,1,1,1,0,0,2,1,1,1,2,0,1,0,1,0,0,0,1,4,1,0,0,0
"211",1,1,0,1,0,0,1,2,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,1,1
"212",0,1,1,0,1,0,1,3,1,3,1,1,1,0,1,1,2,2,1,1,2,1,0,0,0,0,0,1,1,3,3,1,0,1
"213",0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,2,2,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1
"214",1,1,0,1,0,1,2,4,0,3,0,1,1,1,1,1,2,1,1,1,2,1,0,1,1,1,1,1,1,3,2,1,1,1
"215",1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
"216",0,0,1,1,0,0,2,4,1,3,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,0,1,0
"217",1,1,0,1,0,0,2,2,1,0,1,1,0,0,0,0,1,2,0,0,2,1,1,0,0,0,1,1,1,4,1,1,1,0
"218",1,1,1,1,1,0,2,4,1,3,1,1,1,1,0,1,2,2,0,1,2,1,0,1,1,1,1,1,1,3,2,1,1,0
"219",1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,2,0,1,2,1,0,0,0,1,1,0,0,1,3,1,0,0
"220",2,1,1,1,0,0,1,4,1,3,0,1,1,1,1,1,2,1,0,0,2,1,1,1,1,1,1,1,1,2,1,1,1,0
"221",2,1,1,1,0,1,2,4,1,3,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,4,3,1,1,1
"222",1,1,1,1,0,0,2,2,1,3,0,1,1,1,0,0,2,2,0,0,2,1,0,0,1,1,1,0,1,2,3,1,1,1
"223",2,1,1,1,1,1,2,4,1,3,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,3,2,1,1,0
"224",2,1,0,1,0,0,0,2,1,3,0,0,1,1,1,1,2,0,0,0,2,1,0,1,0,0,1,0,1,3,3,1,1,0
"225",2,1,1,1,0,0,1,2,1,0,0,0,1,0,0,1,1,1,0,1,2,1,0,1,0,0,0,1,1,0,1,1,1,0
"226",2,1,0,0,0,1,2,2,1,0,0,0,1,0,1,0,0,2,1,1,1,1,0,1,0,0,0,1,1,2,3,0,1,1
"227",2,1,1,0,1,0,1,1,1,3,0,1,1,1,0,0,0,2,0,1,0,1,1,0,0,0,1,1,1,2,2,1,1,0
"228",2,1,0,1,0,0,1,4,0,3,0,1,1,1,0,0,0,2,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1
"229",2,1,1,1,0,1,2,2,1,3,1,1,1,1,1,1,2,2,1,0,2,1,0,1,0,0,0,1,1,4,1,1,1,1
"230",1,0,1,1,1,0,1,3,1,3,1,1,1,1,0,1,1,2,1,0,2,1,1,1,0,0,1,1,1,3,2,1,1,0
"231",2,1,1,1,0,0,2,4,1,3,0,1,1,1,1,1,0,2,1,1,2,1,1,1,1,1,1,1,1,4,3,1,1,0
"232",2,1,1,1,0,1,1,4,1,3,1,1,1,1,1,1,2,2,0,1,2,1,0,1,0,0,1,1,1,0,2,1,1,0
"233",2,1,1,1,0,0,2,3,1,3,2,0,1,0,1,1,2,2,1,0,1,1,1,0,1,1,1,1,1,0,2,1,1,0
"234",1,1,1,1,0,0,1,4,1,3,0,1,1,1,0,0,1,2,0,0,1,1,0,1,1,1,1,0,1,3,1,0,1,0
"235",2,1,1,1,0,0,0,1,1,3,1,1,1,1,0,1,1,0,1,1,2,1,1,1,0,0,1,1,1,4,1,1,1,1
"236",1,0,0,0,0,0,1,2,1,3,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,2,0,0,0
"237",1,1,0,1,0,0,0,2,1,3,1,0,1,1,0,0,0,2,0,1,2,0,0,1,0,0,0,1,0,1,2,1,1,1
"238",0,0,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,2,0,1,0
"239",2,0,1,0,0,0,1,1,1,3,0,1,1,0,0,1,2,2,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
"240",2,1,1,1,0,0,1,4,1,3,2,0,1,1,0,1,2,2,0,0,2,1,0,0,0,0,1,1,1,2,1,1,0,1
"241",0,0,1,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0
"242",1,1,1,0,0,0,2,2,1,3,0,1,1,1,1,0,2,2,1,1,1,1,1,0,0,0,1,0,1,3,2,1,1,0
"243",0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
"244",0,1,1,1,1,0,0,2,1,0,0,0,0,0,0,1,0,2,1,0,0,1,1,1,0,0,0,0,1,2,1,1,1,0
"245",0,1,0,1,0,1,2,3,1,0,0,1,1,1,1,1,2,2,0,0,2,1,0,1,0,0,1,1,1,4,1,1,1,0
"246",2,1,0,1,1,0,2,1,1,3,1,1,1,0,0,1,1,2,1,1,1,1,0,0,0,1,1,1,1,1,2,0,1,0
"247",2,0,1,1,1,0,0,2,0,0,0,1,1,1,1,0,2,0,0,1,2,1,0,0,0,0,0,0,0,0,3,1,0,0
"248",2,1,0,1,1,0,2,4,1,0,1,1,1,1,0,1,0,2,0,1,1,1,1,0,1,0,1,1,1,4,2,1,1,0
"249",1,0,1,1,0,0,0,4,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,3,2,0,1,0
"250",2,1,1,0,0,0,2,4,1,3,1,1,1,0,0,1,0,2,0,1,2,1,0,0,0,0,1,1,1,0,2,0,1,1
"251",2,1,1,1,1,0,2,2,1,3,2,1,1,0,1,1,2,2,1,1,2,1,1,1,0,0,1,1,1,2,1,1,1,0
"252",1,1,1,1,1,1,0,4,1,3,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,0,1,2,3,1,1,0
"253",1,1,0,1,1,0,1,4,1,3,2,0,1,1,1,1,1,2,1,0,2,1,0,0,0,0,1,1,1,4,1,1,1,0
"254",2,1,1,0,1,1,2,4,1,0,0,1,1,0,1,1,2,2,1,0,2,1,1,1,0,0,0,1,0,2,2,1,1,1
"255",1,1,0,1,1,0,0,4,1,3,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
"256",1,0,0,1,0,0,2,0,1,3,0,0,1,1,0,1,2,1,1,0,2,1,0,1,0,0,0,1,1,2,2,1,1,1
"257",1,1,1,1,0,0,0,3,1,3,1,1,1,0,1,1,1,2,0,0,2,1,0,0,0,1,1,0,1,3,3,1,1,0
"258",1,0,0,1,0,0,1,2,0,0,1,1,0,1,1,0,2,2,1,0,1,1,0,0,0,0,1,0,1,3,1,1,0,0
"259",1,1,0,0,0,0,0,2,0,0,1,1,1,1,0,1,2,2,1,1,1,1,0,1,0,0,0,1,1,0,3,1,0,0
"260",2,1,1,1,0,0,2,4,1,3,1,1,1,1,0,0,2,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
"261",0,1,0,0,0,1,0,0,1,3,0,1,1,0,1,0,1,2,1,0,1,1,1,0,0,0,0,0,1,3,2,1,1,0
"262",2,1,0,1,1,0,1,4,1,3,2,1,1,1,1,1,2,2,0,1,2,1,1,1,1,1,1,1,1,4,3,1,1,0
"263",2,1,1,1,0,1,1,3,1,3,1,1,1,1,1,1,2,2,1,1,2,0,1,0,1,1,1,1,1,4,2,1,1,1
"264",2,0,0,1,0,0,1,1,1,3,0,0,1,0,0,0,1,2,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1
"265",2,1,1,1,0,0,1,4,1,3,0,0,1,1,1,1,1,2,0,1,2,1,1,1,0,0,1,1,1,2,1,1,0,0
"266",2,1,1,1,1,0,2,4,1,3,1,1,1,1,1,1,1,2,0,1,2,1,1,1,1,1,1,1,1,4,3,1,1,0
"267",2,1,1,0,1,1,2,4,1,3,1,0,1,0,1,1,2,2,1,1,1,1,1,1,1,0,1,1,1,4,2,1,1,1
"268",1,1,1,1,0,0,1,4,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,2,2,1,1,0
"269",1,1,1,0,0,0,2,1,1,3,1,1,1,0,0,1,2,2,1,1,1,1,0,1,0,0,0,1,1,4,1,1,1,0
"270",2,1,1,1,1,0,2,2,1,3,1,1,1,1,1,1,1,2,1,0,2,1,0,1,1,1,0,1,1,3,2,1,1,0
"271",2,1,0,1,1,0,1,4,1,3,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0
"272",1,1,1,1,1,1,2,4,1,3,2,1,1,1,1,1,2,2,1,1,2,0,1,1,1,1,1,1,1,4,3,1,1,0
"273",1,0,0,1,1,0,1,3,1,0,1,1,1,0,1,0,1,1,1,1,2,1,1,0,0,0,1,1,1,2,0,1,1,0
"274",1,1,1,1,1,0,2,4,1,0,0,1,1,1,0,1,2,2,1,1,1,1,1,1,0,1,1,1,1,0,2,0,0,1
"275",2,1,1,1,1,0,2,4,1,3,1,1,1,0,1,1,2,2,1,0,2,1,1,1,0,0,1,1,1,3,3,1,1,0
"276",1,1,0,0,1,0,1,2,1,0,0,1,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,1,2,1,1,1,0
"277",1,1,1,1,0,1,1,4,1,3,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,0,1,3,1,1,1,0
"278",0,1,1,1,0,0,1,2,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0
"279",2,1,1,0,1,1,2,3,1,0,1,1,1,0,1,0,1,2,0,1,0,1,1,1,1,1,1,0,1,2,2,1,0,0
"280",1,1,1,1,0,1,2,2,1,0,1,1,1,1,0,1,2,2,1,1,2,1,1,0,1,0,1,1,1,2,2,1,1,0
"281",1,1,0,1,1,0,2,2,1,3,1,0,1,0,1,0,2,0,1,1,2,1,0,1,1,1,0,1,1,2,3,1,1,0
"282",1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,2,1,1,2,0,1,1,0,0,0,1,1,0,1,1,0,0
"283",2,1,1,1,0,1,2,1,1,3,0,1,1,1,1,1,2,2,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0
"284",1,1,1,1,1,0,1,4,1,3,0,1,1,0,1,1,2,2,1,1,1,1,1,1,0,0,1,1,1,2,3,1,1,1
"285",2,1,1,1,0,0,2,2,1,3,0,1,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,2,2,0,0,0
"286",2,1,0,1,1,0,1,2,1,0,1,1,1,1,1,0,2,2,1,0,2,1,1,1,1,1,0,1,1,2,1,0,1,0
"287",2,1,1,0,0,1,2,2,1,0,0,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,3,1,1,1,0
"288",1,1,0,1,1,0,2,1,1,3,1,1,1,0,1,1,1,2,1,1,1,0,1,0,0,0,0,1,1,2,2,0,1,0
"289",2,1,1,0,0,0,0,4,1,0,0,1,1,0,0,1,0,2,1,0,2,1,1,1,0,1,0,1,1,2,1,1,1,0
"290",2,0,1,0,1,0,1,1,1,3,0,1,1,1,0,1,2,2,1,0,2,1,0,0,0,0,1,0,1,0,2,1,1,0
"291",1,1,1,1,1,0,2,4,1,3,0,0,1,0,1,0,2,2,1,0,1,1,1,1,1,1,1,1,1,2,3,1,1,1
"292",0,0,0,1,1,0,1,1,0,3,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,0
"293",1,1,0,1,0,0,1,3,0,3,0,1,1,0,0,1,1,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,1,0
"294",1,1,1,1,1,0,2,2,1,3,1,1,1,1,1,1,2,2,1,1,2,1,0,1,0,0,1,1,1,2,2,1,1,0
"295",2,1,0,1,1,0,2,1,1,3,1,1,1,0,1,1,1,2,1,1,2,1,1,0,0,0,1,1,1,1,3,0,1,0
"296",1,1,1,1,1,0,2,2,1,3,0,1,1,0,1,1,2,2,1,1,1,1,1,0,1,1,1,1,1,3,2,1,0,0
"297",2,0,1,1,0,0,2,3,1,3,0,1,1,1,1,0,1,2,0,1,2,1,1,0,1,1,1,0,1,0,2,1,1,0
"298",2,1,1,1,0,0,2,2,1,0,0,1,1,1,1,0,2,2,1,1,2,1,0,0,0,0,1,1,1,0,1,1,1,0
"299",2,0,0,1,0,0,2,1,0,3,1,1,1,1,1,1,2,2,0,0,0,0,1,0,0,0,1,1,1,0,2,0,0,0
"300",1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,2,2,1,0,2,0,1,1,0,0,0,1,0,2,1,1,1,0
"301",2,1,1,1,0,1,2,4,1,3,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,4,3,1,1,1
"302",2,1,1,1,0,0,2,4,1,3,1,1,1,1,1,0,2,2,1,1,2,1,1,1,0,0,1,0,1,1,2,1,1,0
"303",0,1,1,1,0,0,2,2,0,0,1,1,1,1,1,1,1,2,1,0,1,1,0,0,0,0,0,1,1,2,1,1,1,0
"304",2,0,1,0,0,0,2,2,1,3,0,1,1,0,1,1,2,2,0,1,2,1,0,0,1,1,0,1,1,0,0,1,1,1
"305",2,1,1,1,1,0,2,2,1,3,2,1,1,0,1,0,2,1,1,1,2,1,1,1,0,0,1,1,1,1,2,1,0,0
"306",0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,1,2,0,0,1,0,0,1,1,0,2,1,0,0,0
"307",2,1,1,1,1,1,2,4,1,3,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,0,1,0,1,4,2,1,1,0
"308",2,1,1,1,1,0,2,4,1,3,2,1,1,0,1,1,2,2,1,1,2,1,1,1,0,0,1,1,1,4,2,1,1,1
"309",0,0,0,1,1,0,2,3,1,0,1,0,1,1,1,1,2,2,1,0,2,1,0,1,0,0,1,1,1,4,1,1,1,0
"310",2,1,1,1,0,0,2,2,1,3,0,1,1,1,1,1,1,2,0,1,2,1,0,1,1,1,1,1,1,0,0,1,1,1
"311",2,1,1,1,0,0,0,3,1,0,1,1,0,0,1,0,0,2,1,0,1,0,1,1,0,1,0,1,0,0,2,1,1,0
"312",0,1,1,1,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,0,1,1,0,1,0,0,1,1,0
"313",2,0,0,0,0,0,2,2,1,0,0,1,1,1,1,0,2,0,0,0,2,1,1,0,0,0,1,1,1,0,3,1,0,1
"314",1,1,1,1,0,0,1,2,1,3,0,1,1,1,1,0,2,2,1,1,2,1,0,1,1,1,1,1,1,4,2,1,1,1
"315",0,0,0,1,0,0,1,3,1,3,0,0,0,0,0,0,1,2,0,0,2,1,1,0,0,0,1,0,1,3,2,1,0,0
"316",0,1,0,1,0,0,1,4,0,3,0,0,1,1,0,0,0,0,1,0,2,0,1,1,0,1,0,1,0,0,1,1,1,1
"317",2,1,1,1,1,0,1,4,1,3,1,1,1,1,0,1,0,2,1,0,2,1,0,0,1,1,1,1,1,3,2,1,1,0
"318",0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,2,0,1,2,1,0,0,0,0,0,1,1,0,2,1,0,0
"319",2,1,1,1,1,1,2,4,1,3,2,1,1,1,1,1,2,2,1,1,2,1,1,1,0,0,1,1,1,4,3,1,1,1
"320",2,1,1,0,0,0,2,1,1,3,1,1,1,0,1,1,1,2,1,0,1,1,0,1,0,0,0,1,1,0,2,1,1,1
"321",1,1,1,0,0,0,2,0,1,3,0,0,1,1,1,0,2,1,0,1,1,1,1,1,0,0,0,0,1,1,2,1,1,0
"322",1,1,1,0,1,0,2,4,1,3,0,1,1,1,1,1,2,2,1,1,2,1,1,1,0,0,0,1,1,3,1,1,1,1
"323",2,1,0,1,0,0,0,1,0,3,1,1,1,1,1,0,2,0,0,0,1,1,0,1,0,0,1,1,1,0,3,1,0,0
"324",2,0,1,1,1,1,2,4,1,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"325",1,1,1,1,0,0,2,3,1,3,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,0
"326",0,0,0,0,0,0,0,4,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,0,0
"327",1,1,1,1,1,1,2,2,1,0,1,1,1,0,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1
"328",0,1,1,1,1,0,1,1,1,3,0,0,1,1,0,0,2,1,1,0,0,0,0,0,1,0,1,0,1,2,1,1,1,0
"329",2,0,0,1,0,0,0,3,1,3,0,0,1,0,0,0,0,2,1,0,0,1,1,0,0,0,1,1,1,3,1,0,1,0
"330",0,0,1,1,1,0,1,2,1,0,0,1,0,0,0,0,2,2,1,1,1,1,1,1,0,0,0,1,1,2,3,0,1,0
"331",0,0,0,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0
"332",2,0,1,1,0,0,1,4,1,0,0,1,1,1,0,1,2,2,0,0,2,1,1,0,0,1,1,1,1,3,0,1,1,0
"333",2,1,1,1,1,1,2,4,1,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,1,3,2,1,1,0
"334",2,1,1,1,0,0,0,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,3,2,1,1,0
"335",2,1,1,1,1,0,1,3,1,3,0,0,0,1,1,1,0,0,0,1,2,1,0,1,1,1,1,0,1,0,3,1,1,1
"336",1,1,0,1,0,0,2,2,1,3,1,0,1,0,0,1,0,2,1,0,1,1,1,1,0,0,1,1,1,2,1,0,1,0
"337",0,1,1,0,1,0,2,4,1,0,2,1,1,1,1,1,2,2,1,0,1,0,0,0,1,1,0,0,1,4,3,1,0,0
"338",2,1,0,1,0,1,1,2,1,3,0,1,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,1,3,0,1,1,0
"339",2,0,0,1,1,1,2,2,1,3,2,1,1,1,1,0,2,2,0,1,1,1,0,1,0,0,1,0,1,2,3,1,1,0
"340",2,1,0,1,0,1,2,4,1,3,1,1,1,1,1,1,1,2,1,1,2,1,0,1,0,0,1,1,1,4,1,1,1,0
"341",2,1,0,1,1,0,2,2,1,3,0,1,1,1,1,1,0,2,1,1,2,1,0,1,0,1,1,0,1,1,2,1,1,0
"342",2,1,0,1,1,0,2,4,1,3,2,0,1,1,0,1,1,0,1,1,2,1,0,0,1,1,1,0,1,1,2,1,0,0
"343",2,1,1,1,0,0,2,3,1,3,0,1,1,0,0,1,2,2,0,0,2,1,1,0,0,0,0,0,1,1,0,1,1,0
"344",2,1,1,1,1,0,2,1,1,3,0,0,1,1,1,0,2,2,1,1,0,1,0,0,0,0,1,1,1,2,2,1,1,0
"345",1,1,0,1,0,0,1,4,1,3,1,1,1,0,0,1,0,0,1,0,2,1,1,1,0,0,0,1,1,2,0,0,0,0
"346",0,1,0,1,0,0,1,1,1,3,0,0,1,0,0,1,2,2,1,1,0,1,0,0,0,0,0,0,1,2,0,0,1,0
"347",2,1,0,1,1,0,1,2,1,3,1,1,1,1,1,1,2,2,1,1,2,1,1,0,0,0,0,1,1,4,1,1,1,1
"348",1,1,0,1,1,0,2,1,1,3,1,1,1,0,1,0,0,2,0,1,1,1,1,1,1,1,1,1,1,3,3,1,0,1
"349",2,1,1,1,0,0,2,2,1,3,2,1,1,0,1,1,1,2,1,1,2,1,0,0,0,0,1,1,1,4,2,1,1,0
"350",2,0,0,1,1,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0
"351",1,1,1,0,1,0,2,1,1,3,0,1,1,1,1,1,2,2,1,0,1,1,0,0,1,0,1,1,1,2,3,1,1,0
"352",0,1,1,1,0,1,2,4,0,3,0,0,1,1,0,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,3,1,1,0
"353",2,0,0,0,0,0,2,2,1,3,0,1,1,0,0,1,2,2,1,0,1,1,0,1,0,0,1,1,1,2,0,1,1,0
"354",2,1,1,1,1,0,2,2,1,0,1,0,1,0,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,0
"355",2,1,1,1,1,0,2,4,1,3,1,1,1,1,1,1,2,2,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,0
"356",1,1,1,0,0,0,2,2,1,3,2,1,1,1,1,1,2,2,1,1,2,1,1,1,0,0,1,1,1,4,2,1,1,1
"357",1,1,1,1,0,0,0,3,1,3,1,1,1,0,1,1,2,2,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0
"358",2,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,2,1,0,0,1,0,1,1,1,0,0,1,3,1,1,0,0
"359",2,1,1,1,1,0,1,4,1,3,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,3,3,1,1,0
"360",2,1,0,1,1,0,0,3,0,3,1,1,1,1,0,0,0,2,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0
"361",1,1,1,0,0,0,2,0,1,3,0,1,1,0,1,1,0,2,1,1,1,1,1,1,1,1,0,1,1,3,2,0,1,0
"362",1,1,1,1,0,1,2,4,1,3,1,1,1,1,1,1,2,2,1,1,1,1,0,0,0,0,1,1,1,1,3,1,1,0
"363",1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0
"364",2,1,0,0,0,0,1,0,1,3,0,1,1,1,0,1,2,0,0,0,1,1,0,1,0,0,0,0,1,1,2,1,1,0
"365",2,0,1,1,1,0,1,2,1,3,1,1,1,1,0,1,1,2,0,0,0,0,1,0,0,0,0,1,1,0,2,1,1,0
"366",2,1,0,1,0,0,2,2,1,3,0,0,1,0,0,1,1,2,0,1,1,1,1,0,0,0,0,1,1,2,2,1,1,1
"367",2,1,1,1,0,0,2,2,1,3,0,0,1,1,1,1,0,2,1,1,2,1,0,1,0,0,1,1,1,1,0,1,1,1
"368",2,1,1,1,1,0,1,2,0,0,0,1,0,0,0,1,2,1,1,1,2,0,1,0,1,1,1,1,1,2,2,1,1,0
"369",1,1,1,1,0,0,2,4,1,3,1,0,1,0,1,0,0,2,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0
"370",2,0,0,0,0,0,1,4,0,3,1,1,1,0,0,0,2,2,0,0,2,1,1,0,0,0,1,0,1,0,2,0,1,0
"371",1,1,1,1,1,0,0,3,1,3,0,1,1,1,0,1,1,2,1,0,2,0,1,1,0,0,1,1,1,4,0,1,1,0
"372",2,1,1,1,0,0,1,3,1,3,1,1,0,0,1,0,1,2,1,1,1,1,1,0,0,0,1,1,1,2,3,1,1,0
"373",0,1,0,0,1,0,2,4,1,3,1,0,1,1,1,1,1,2,0,0,2,1,0,1,0,1,1,1,1,2,2,1,1,1
"374",1,0,0,1,1,0,0,0,0,3,0,0,0,1,0,1,2,2,1,0,2,0,1,1,0,0,1,1,1,2,1,1,1,0
